Id	Desc	Name	AchievementDesc	AchievenmentPoint	Conditions	RewardItem1	RewardItemNum1	RewardItem2	RewardItemNum2	RewardItem3	RewardItemNum3	RewardItem4	RewardItemNum4	RewardItem5	RewardItemNum5	RewardItem6	RewardItemNum6	RewardItem7	RewardItemNum7	RewardItem8	RewardItemNum8	RewardItem9	RewardItemNum9	RewardItem10	RewardItemNum10
74	完成帮会任务数量	众志成城	完成200次帮会任务	12	200	2	150	56669	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
75	在江陵城内购买道具数量	国士无双	在江陵城商人处购买1次商品	10	1	2	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
76	帮贡兑换数量	中流砥柱	帮会商店中消耗1点帮贡	2	1	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
77	帮贡兑换数量	中流砥柱	帮会商店中消耗50点帮贡	4	50	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
78	帮贡兑换数量	中流砥柱	帮会商店中消耗200点帮贡	6	200	2	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
79	帮贡兑换数量	中流砥柱	帮会商店中消耗800点帮贡	8	800	2	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
80	帮贡兑换数量	中流砥柱	帮会商店中消耗2000点帮贡	12	2000	2	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
81	帮贡兑换数量	中流砥柱	帮会商店中消耗5000点帮贡	18	5000	2	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
82	帮贡兑换数量	中流砥柱	帮会商店中消耗10000点帮贡	25	10000	2	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
83	加入一个师门(含创建)	师出名门	加入或创建1个师门	2	1	2	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
84	师门技能等级	一技之长	师门技能等级达到1级	1	1	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
85	师门技能等级	一技之长	师门技能等级达到2级	1	2	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
86	师门技能等级	一技之长	师门技能等级达到4级	2	4	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
87	师门技能等级	一技之长	师门技能等级达到6级	2	6	2	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
88	师门技能等级	一技之长	师门技能等级达到8级	3	8	2	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
89	师门技能等级	一技之长	师门技能等级达到10级	3	10	2	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
90	完成师门任务数量	知遇之恩	完成1次师门任务	5	1	2	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
91	完成师门任务数量	知遇之恩	完成5次师门任务	5	5	2	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
92	完成师门任务数量	知遇之恩	完成10次师门任务	5	10	2	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
93	完成师门任务数量	知遇之恩	完成20次师门任务	10	20	2	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
94	完成师门任务数量	知遇之恩	完成50次师门任务	15	50	2	160	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
95	完成师门任务数量	知遇之恩	完成100次师门任务	20	100	2	200	56670	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
96	合成美人数量	艳福不浅	合成1个美人	2	1	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
97	合成美人数量	艳福不浅	合成3个美人	4	3	2	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
98	合成美人数量	艳福不浅	合成5个美人	6	5	2	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
99	合成美人数量	艳福不浅	合成10个美人	8	10	2	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
100	合成美人数量	艳福不浅	合成15个美人	10	15	2	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
101	合成美人数量	艳福不浅	合成20个美人	12	20	2	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
102	合成美人数量	艳福不浅	合成30个美人	15	30	2	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
103	合成美人数量	艳福不浅	合成50个美人	20	50	2	180	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
104	转化美人碎片数量	窈窕淑女	转化10个美人碎片	1	10	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
105	转化美人碎片数量	窈窕淑女	转化50个美人碎片	2	50	2	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
106	转化美人碎片数量	窈窕淑女	转化200个美人碎片	4	200	2	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
107	转化美人碎片数量	窈窕淑女	转化1000个美人碎片	8	1000	2	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
108	转化美人碎片数量	窈窕淑女	转化5000个美人碎片	10	5000	2	130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
109	转化美人碎片数量	窈窕淑女	转化10000个美人碎片	15	10000	2	160	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
110	转化美人碎片数量	窈窕淑女	转化50000个美人碎片	20	50000	2	200	56671	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
111	转化宝石次数	精雕细刻	转化或合成10次宝石	1	10	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
112	转化宝石次数	精雕细刻	转化或合成50次宝石	2	50	2	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
113	转化宝石次数	精雕细刻	转化或合成100次宝石	3	100	2	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
114	转化宝石次数	精雕细刻	转化或合成500次宝石	5	500	2	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
115	转化宝石次数	精雕细刻	转化或合成1000次宝石	7	1000	2	130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
116	转化宝石次数	精雕细刻	转化或合成5000次宝石	10	5000	2	160	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
117	转化宝石次数	精雕细刻	转化或合成10000次宝石	15	10000	2	200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
118	合成高级藏宝图数量	摸金校尉	合成2个高级藏宝图	2	2	2	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
119	合成高级藏宝图数量	摸金校尉	合成5个高级藏宝图	4	5	2	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
120	合成高级藏宝图数量	摸金校尉	合成10个高级藏宝图	6	10	2	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
121	合成高级藏宝图数量	摸金校尉	合成20个高级藏宝图	9	20	2	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
122	合成高级藏宝图数量	摸金校尉	合成40个高级藏宝图	12	40	2	140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
123	合成高级藏宝图数量	摸金校尉	合成60个高级藏宝图	15	60	2	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
124	合成高级藏宝图数量	摸金校尉	合成100个高级藏宝图	20	100	2	200	56672	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
125	转化伙伴技能书数量	有凤来仪	转化2次伙伴技能书	1	2	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
126	转化伙伴技能书数量	有凤来仪	转化5次伙伴技能书	1	5	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
127	转化伙伴技能书数量	有凤来仪	转化10次伙伴技能书	2	10	2	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
128	转化伙伴技能书数量	有凤来仪	转化20次伙伴技能书	3	20	2	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
129	转化伙伴技能书数量	有凤来仪	转化40次伙伴技能书	4	40	2	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
130	转化伙伴技能书数量	有凤来仪	转化60次伙伴技能书	6	60	2	80	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
131	转化伙伴技能书数量	有凤来仪	转化100次伙伴技能书	8	100	2	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
132	使用定点挂机功能一次	稳如泰山	使用定点挂机功能1次	1	1	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
133	伙伴改名一次	爱不释手	使用伙伴改名功能1次	1	1	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
134	伙伴星级	鱼跃龙门	出战伙伴达到白色3星	3	3	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
135	伙伴星级	鱼跃龙门	出战伙伴达到白色6星	15	6	2	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
136	伙伴星级	鱼跃龙门	出战伙伴达到绿色1星	40	13	2	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
137	伙伴星级	鱼跃龙门	出战伙伴达到蓝色1星	80	25	2	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
138	伙伴星级	鱼跃龙门	出战伙伴达到紫色1星	120	37	2	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
139	伙伴星级	鱼跃龙门	出战伙伴达到橙色1星	180	49	2	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
140	伙伴星级	鱼跃龙门	出战伙伴达到橙色12星	240	60	2	160	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
141	上阵伙伴的品质	鹏程万里	出战伙伴达到蓝色品质	2	2	2	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
142	上阵伙伴的品质	鹏程万里	出战伙伴达到紫色品质	5	3	2	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
143	上阵伙伴的品质	鹏程万里	出战伙伴达到橙色品质	10	4	2	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
